Entry,Entryname,Status,Proteinnames,Genenames,Organism,Length,ECnumber,Geneontology,Crossreference
A0A140T8Z0,A0A140T8Z0_HUMAN,unreviewed,Protein diaphanous homolog 1,Homo sapiens (Human),1263,DIAPH1,,actin binding [GO:0003779]; Rho GTPase binding [GO:0017048]; actin filament polymerization [GO:0030041],IPR011989;IPR016024;IPR014767;IPR010465;IPR015425;IPR042201;IPR010472;IPR027653;IPR009408;IPR014768;IPR010473;
J3KRU4,J3KRU4_HUMAN,unreviewed,E3 ubiquitin-protein ligase RNF138 (Fragment),Homo sapiens (Human),80,RNF138,,,IPR034734;IPR013083;
S0F0E9,S0F0E9_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DRB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
A8KA37,A8KA37_HUMAN,unreviewed,"cDNA FLJ77213, highly similar to Homo sapiens coagulation factor VIII, procoagulant component (hemophilia A) (F8), transcript variant 1, mRNA (Fragment)",Homo sapiens (Human),1090,,,copper ion binding [GO:0005507]; oxidation-reduction process [GO:0055114],IPR001117;IPR011707;IPR033138;IPR008972;IPR024715;
H7C0G4,H7C0G4_HUMAN,unreviewed,Probable 18S rRNA (guanine-N(7))-methyltransferase (Fragment),Homo sapiens (Human),65,BUD23,,rRNA (guanine) methyltransferase activity [GO:0016435]; rRNA (guanine-N7)-methylation [GO:0070476],IPR022238;
B4DW96,B4DW96_HUMAN,unreviewed,"cDNA FLJ51119, highly similar to Ras and Rab interactor 1",Homo sapiens (Human),414,,,signal transduction [GO:0007165],IPR000159;IPR003123;IPR037191;
A0A3B3ITN3,A0A3B3ITN3_HUMAN,unreviewed,Lysine-specific demethylase 5B (Fragment),Homo sapiens (Human),30,KDM5B,,,
Q5T1W7,Q5T1W7_HUMAN,unreviewed,F-box/WD repeat-containing protein 1A (Fragment),Homo sapiens (Human),191,BTRC,,protein dimerization activity [GO:0046983],IPR021977;IPR036047;
D5FIE7,D5FIE7_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DRB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
Q6PK50,Q6PK50_HUMAN,unreviewed,HSP90AB1 protein (Fragment),Homo sapiens (Human),351,HSP90AB1,,ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457],IPR003594;IPR036890;IPR019805;IPR001404;IPR020575;IPR020568;
A0A0K8K5V0,A0A0K8K5V0_HUMAN,unreviewed,MHC class I antigen,Homo sapiens (Human),366,HLA-C,,integral component of membrane [GO:0016021]; MHC class I protein complex [GO:0042612]; antigen processing and presentation of peptide antigen via MHC class I [GO:0002474]; immune response [GO:0006955],IPR007110;IPR036179;IPR013783;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;IPR010579;
B3KWT5,B3KWT5_HUMAN,unreviewed,"cDNA FLJ43796 fis, clone TESTI4000153, highly similar to Homo sapiens cytoplasmic FMR1 interacting protein 1 (CYFIP1), transcript variant 1, mRNA",Homo sapiens (Human),447,,,,IPR008081;
M0R178,M0R178_HUMAN,unreviewed,Zinc finger protein 417 (Fragment),Homo sapiens (Human),57,ZNF417,,,
A0A493QPA0,A0A493QPA0_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DRB4,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
A0A0A7KW96,A0A0A7KW96_HUMAN,unreviewed,Xylosyltransferase I (Fragment),Homo sapiens (Human),41,XYLT1,,integral component of membrane [GO:0016021]; protein xylosyltransferase activity [GO:0030158]; glycosaminoglycan biosynthetic process [GO:0006024],IPR039864;
B4DU24,B4DU24_HUMAN,unreviewed,"cDNA FLJ51683, highly similar to Serum response factor",Homo sapiens (Human),304,,,,
D6C6F5,D6C6F5_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-C,,,IPR011161;IPR037055;IPR011162;IPR001039;
A5YRU5,A5YRU5_HUMAN,unreviewed,MUC1 isoform Z-LSP,Homo sapiens (Human),282,MUC1,,integral component of membrane [GO:0016021],IPR000082;IPR036364;
B8ZZZ0,B8ZZZ0_HUMAN,unreviewed,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase) (Fragment)",Homo sapiens (Human),273,HIBCH,3.1.2.4,mitochondrion [GO:0005739]; 3-hydroxyisobutyryl-CoA hydrolase activity [GO:0003860]; valine catabolic process [GO:0006574],IPR029045;IPR032259;
D3YQZ2,D3YQZ2_HUMAN,unreviewed,GDF5 (Fragment),Homo sapiens (Human),175,GDF5,,,IPR015615;
Q53HI7,Q53HI7_HUMAN,unreviewed,Dehydrogenase/reductase (SDR family) member 3 variant (Fragment),Homo sapiens (Human),302,,,integral component of membrane [GO:0016021]; retinol dehydrogenase activity [GO:0004745]; retinol metabolic process [GO:0042572],IPR032969;IPR036291;IPR002347;
Q5SZW8,Q5SZW8_HUMAN,unreviewed,T-complex protein 1 subunit gamma (Fragment),Homo sapiens (Human),188,CCT3,,ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457],IPR002194;IPR002423;IPR027413;IPR027410;
F6IQU3,F6IQU3_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),337,HLA-A,,integral component of membrane [GO:0016021],IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;
M9P8Q9,M9P8Q9_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-B,,,IPR011161;IPR037055;IPR011162;IPR001039;
H3BU07,H3BU07_HUMAN,unreviewed,Protein CBFA2T3 (Fragment),Homo sapiens (Human),121,CBFA2T3,,"DNA-binding transcription factor activity [GO:0003700]; transcription corepressor activity [GO:0003714]; negative regulation of transcription, DNA-templated [GO:0045892]",IPR013289;IPR037249;IPR003894;
B9UZC7,B9UZC7_HUMAN,unreviewed,Erythroid Kruppel-like factor 1 variant (Fragment),Homo sapiens (Human),57,KLF1,,nucleic acid binding [GO:0003676],IPR036236;IPR013087;
B4DVZ4,B4DVZ4_HUMAN,unreviewed,"cDNA FLJ57870, highly similar to Thiosulfate sulfurtransferase",Homo sapiens (Human),244,,,thiosulfate sulfurtransferase activity [GO:0004792],IPR001763;IPR036873;IPR001307;
D7RVC1,D7RVC1_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),89,HLA-DQB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
Q2VXS9,Q2VXS9_HUMAN,unreviewed,Tyrosine-protein kinase (EC 2.7.10.2),Homo sapiens (Human),681,,2.7.10.2,cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; ATP binding [GO:0005524]; non-membrane spanning protein tyrosine kinase activity [GO:0004715],IPR027267;IPR031160;IPR001060;IPR011009;IPR000719;IPR017441;IPR001245;IPR036860;IPR016250;IPR008266;IPR020635;
H7C312,H7C312_HUMAN,unreviewed,Thymidylate kinase (Fragment),Homo sapiens (Human),170,DTYMK,,,IPR027417;IPR039430;
A0A191TDH2,A0A191TDH2_HUMAN,unreviewed,Cardiac muscle myosin heavy chain 7 beta (Fragment),Homo sapiens (Human),52,MYH7,,myosin complex [GO:0016459]; actin binding [GO:0003779]; ATP binding [GO:0005524]; motor activity [GO:0003774],IPR036961;IPR001609;IPR027417;
A0A0S2Z580,A0A0S2Z580_HUMAN,unreviewed,Ethylmalonic encephalopathy 1 isoform 2 (Fragment),Homo sapiens (Human),243,ETHE1,,,IPR001279;IPR036866;
A0A0A7C7J8,A0A0A7C7J8_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-B,,,IPR011161;IPR037055;IPR011162;IPR001039;
E9PEZ7,E9PEZ7_HUMAN,unreviewed,Abl interactor 2,Homo sapiens (Human),458,ABI2,,actin polymerization or depolymerization [GO:0008154],IPR028457;IPR036993;IPR035726;IPR012849;IPR036028;IPR001452;IPR000727;
Q6MZT2,Q6MZT2_HUMAN,unreviewed,Uncharacterized protein DKFZp686D1354,Homo sapiens (Human),855,DKFZp686D1354,,integral component of plasma membrane [GO:0005887]; ATP binding [GO:0005524]; protein tyrosine kinase collagen receptor activity [GO:0038062],IPR034299;IPR000421;IPR008979;IPR011009;IPR000719;IPR001245;IPR008266;IPR020635;IPR002011;
H7C4H9,H7C4H9_HUMAN,unreviewed,Polyhomeotic-like protein 3 (Fragment),Homo sapiens (Human),223,PHC3,,,
B2DG30,B2DG30_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),273,HLA-B,,,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;
Q67AN0,Q67AN0_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),32,HLA-DPA1,,,
E7EW78,E7EW78_HUMAN,unreviewed,Sodium-dependent multivitamin transporter (Fragment),Homo sapiens (Human),147,SLC5A6,,integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857],IPR038377;IPR001734;
H7C1B6,H7C1B6_HUMAN,unreviewed,cAMP-regulated phosphoprotein 21 (Fragment),Homo sapiens (Human),145,ARPP21,,nucleic acid binding [GO:0003676],IPR001374;IPR036867;
O75702,O75702_HUMAN,unreviewed,"Protein-tyrosine-phosphatase, isoform 3 (EC 3.1.3.48)",Homo sapiens (Human),73,ACP1,3.1.3.48,protein tyrosine phosphatase activity [GO:0004725],IPR023485;IPR036196;
H0Y5P1,H0Y5P1_HUMAN,unreviewed,Protein delta homolog 2 (Fragment),Homo sapiens (Human),289,DLK2,,integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509],IPR001881;IPR013032;IPR000742;IPR000152;IPR018097;
H7C2S2,H7C2S2_HUMAN,unreviewed,"Histone-lysine N-methyltransferase, H3 lysine-79-specific (Fragment)",Homo sapiens (Human),653,DOT1L,,,
Q7Z335,Q7Z335_HUMAN,unreviewed,Uncharacterized protein DKFZp686M0665 (Fragment),Homo sapiens (Human),29,DKFZp686M0665,,,
A0A0D9SFB2,A0A0D9SFB2_HUMAN,unreviewed,RING-type domain-containing protein (Fragment),Homo sapiens (Human),70,,,,IPR001841;IPR013083;IPR017907;
C6KD92,C6KD92_HUMAN,unreviewed,Bx glycosyltransferase (Fragment),Homo sapiens (Human),33,ABO,,"membrane [GO:0016020]; transferase activity, transferring hexosyl groups [GO:0016758]; carbohydrate metabolic process [GO:0005975]",IPR005076;IPR029044;
B2R8K5,B2R8K5_HUMAN,unreviewed,"cDNA, FLJ93943, highly similar to Homo sapiens RNA-binding protein pippin (PIPPIN), mRNA",Homo sapiens (Human),153,,,nucleic acid binding [GO:0003676],IPR011129;IPR019844;IPR002059;IPR012340;
F8W1K6,F8W1K6_HUMAN,unreviewed,Plexin-C1,Homo sapiens (Human),416,PLXNC1,,semaphorin receptor activity [GO:0017154],IPR031148;IPR013548;IPR008936;
A0A1U9X7D1,A0A1U9X7D1_HUMAN,unreviewed,C6orf10,Homo sapiens (Human),561,,,integral component of membrane [GO:0016021],IPR038754;
I1ZAU6,I1ZAU6_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-B,,,IPR011161;IPR037055;IPR011162;IPR001039;
Q6P6D3,Q6P6D3_HUMAN,unreviewed,LAMA1 protein (Fragment),Homo sapiens (Human),559,LAMA1,,,IPR013320;IPR001791;
B2RAH7,B2RAH7_HUMAN,unreviewed,"cDNA, FLJ94921, highly similar to Homo sapiens prolyl endopeptidase (PREP), mRNA",Homo sapiens (Human),710,,,serine-type endopeptidase activity [GO:0004252]; serine-type exopeptidase activity [GO:0070008],IPR029058;IPR002471;IPR023302;IPR001375;IPR002470;
I3L404,I3L404_HUMAN,unreviewed,40S ribosomal protein S2 (Fragment),Homo sapiens (Human),155,RPS2,,small ribosomal subunit [GO:0015935]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],IPR000851;IPR005324;IPR020568;IPR014721;IPR005711;IPR013810;IPR018192;
Q8N397,Q8N397_HUMAN,unreviewed,Uncharacterized protein DKFZp761M142 (Fragment),Homo sapiens (Human),805,DKFZp761M142,,,IPR020472;IPR001680;IPR017986;IPR036322;IPR040324;
B5AFW3,B5AFW3_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-Cw,,,IPR011161;IPR037055;IPR011162;IPR001039;
E7EQG5,E7EQG5_HUMAN,unreviewed,Cadherin-related family member 3,Homo sapiens (Human),797,CDHR3,,integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156],IPR039808;IPR002126;IPR015919;
Q96S09,Q96S09_HUMAN,unreviewed,Uncharacterized protein gs58,Homo sapiens (Human),177,gs58,,,
A0A0F7T931,A0A0F7T931_HUMAN,unreviewed,IGHV4-39 protein (Fragment),Homo sapiens (Human),105,IGHV4-39,,,IPR007110;IPR036179;IPR013783;IPR013106;
A8K7E4,A8K7E4_HUMAN,unreviewed,"cDNA FLJ77165, highly similar to Homo sapiens vasoactive intestinal peptide (VIP), transcript variant 2, mRNA",Homo sapiens (Human),168,,,extracellular region [GO:0005576]; hormone activity [GO:0005179]; mRNA stabilization [GO:0048255]; prolactin secretion [GO:0070459],IPR000532;IPR015523;
H0YBJ0,H0YBJ0_HUMAN,unreviewed,DNA polymerase (EC 2.7.7.7) (Fragment),Homo sapiens (Human),237,POLB,2.7.7.7,nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; DNA repair [GO:0006281],IPR002054;IPR019843;IPR028207;IPR018944;IPR037160;IPR022312;IPR002008;IPR029398;
V9HW85,V9HW85_HUMAN,unreviewed,Phosphoglycerate kinase (EC 2.7.2.3),Homo sapiens (Human),417,HEL-S-272,2.7.2.3,ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]; glycolytic process [GO:0006096],IPR001576;IPR015911;IPR015824;IPR036043;
F8R138,F8R138_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-A,,,IPR011161;IPR037055;IPR011162;IPR001039;
Q5ZGK6,Q5ZGK6_HUMAN,unreviewed,BV13S3J2.6 protein (Fragment),Homo sapiens (Human),87,BV13S3J2.6,,,IPR036179;IPR013783;IPR013106;
E9PBM9,E9PBM9_HUMAN,unreviewed,Neutral ceramidase (EC 3.5.1.23),Homo sapiens (Human),622,ASAH2,3.5.1.23,ceramidase activity [GO:0102121]; N-acylsphingosine amidohydrolase activity [GO:0017040]; ceramide catabolic process [GO:0046514],IPR006823;IPR038445;IPR031331;IPR031329;
H0YEN4,H0YEN4_HUMAN,unreviewed,Nuclear pore complex protein Nup98-Nup96 (Fragment),Homo sapiens (Human),235,NUP98,,nuclear pore [GO:0005643]; structural constituent of nuclear pore [GO:0017056],IPR037665;IPR037637;
F8WCR4,F8WCR4_HUMAN,unreviewed,Methanethiol oxidase,Homo sapiens (Human),165,SELENBP1,,selenium binding [GO:0008430],IPR008826;
A0A0A0QYD1,A0A0A0QYD1_HUMAN,unreviewed,L-Fucosyltransferase (EC 2.4.1.-) (Fragment),Homo sapiens (Human),365,FUT1,2.4.1.-,Golgi cisterna membrane [GO:0032580]; galactoside 2-alpha-L-fucosyltransferase activity [GO:0008107]; carbohydrate metabolic process [GO:0005975]; protein glycosylation [GO:0006486],IPR002516;
A0A0E3DCL2,A0A0E3DCL2_HUMAN,unreviewed,MHC class II antigen (Fragment),Homo sapiens (Human),87,HLA-DPB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
H0YGV0,H0YGV0_HUMAN,unreviewed,DnaJ homolog subfamily C member 4 (Fragment),Homo sapiens (Human),167,DNAJC4,,integral component of membrane [GO:0016021],
I3L477,I3L477_HUMAN,unreviewed,Coiled-coil domain-containing protein 40 (Fragment),Homo sapiens (Human),83,CCDC40,,axoneme assembly [GO:0035082],IPR037386;
Q6FI35,Q6FI35_HUMAN,unreviewed,Proliferating cell nuclear antigen,Homo sapiens (Human),261,PCNA,,nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA polymerase processivity factor activity [GO:0030337]; DNA replication [GO:0006260]; regulation of DNA replication [GO:0006275],IPR000730;IPR022649;IPR022659;IPR022648;
Q9H9G5,Q9H9G5_HUMAN,unreviewed,"cDNA FLJ12769 fis, clone NT2RP2001581",Homo sapiens (Human),464,,,integral component of membrane [GO:0016021]; semaphorin receptor binding [GO:0030215],IPR027231;
A0A023I8N0,A0A023I8N0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2),Homo sapiens (Human),174,ND6,7.1.1.2,integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; respirasome [GO:0070469]; NADH dehydrogenase (ubiquinone) activity [GO:0008137],IPR001457;
Q53SF6,Q53SF6_HUMAN,unreviewed,Uncharacterized protein PTHR2 (Fragment),Homo sapiens (Human),223,PTHR2,,integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166],IPR017981;IPR000832;IPR017983;
A0A455WIQ1,A0A455WIQ1_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),273,HLA-A,,,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;
B2NJ33,B2NJ33_HUMAN,unreviewed,MHC Class II antigen (Fragment),Homo sapiens (Human),89,HLA-DRB1,,MHC class II protein complex [GO:0042613]; antigen processing and presentation [GO:0019882]; immune response [GO:0006955],IPR011162;IPR014745;IPR000353;
V9HW24,V9HW24_HUMAN,unreviewed,Epididymis secretory protein Li 73,Homo sapiens (Human),389,HEL-S-73,,"cytoplasm [GO:0005737]; proteasome regulatory particle, base subcomplex [GO:0008540]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ubiquitin-dependent ERAD pathway [GO:0030433]",IPR005937;IPR003593;IPR041569;IPR003959;IPR027417;IPR032501;IPR035263;
D6R9F9,D6R9F9_HUMAN,unreviewed,Arylsulfatase K,Homo sapiens (Human),46,ARSK,,,
H0Y8T5,H0Y8T5_HUMAN,unreviewed,Canalicular multispecific organic anion transporter 2 (Fragment),Homo sapiens (Human),56,ABCC3,,,
Q96C50,Q96C50_HUMAN,unreviewed,LRFN1 protein (Fragment),Homo sapiens (Human),450,LRFN1,,integral component of membrane [GO:0016021],IPR003961;IPR036116;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;
H0Y9L4,H0Y9L4_HUMAN,unreviewed,Histone-lysine N-methyltransferase NSD2 (Fragment),Homo sapiens (Human),163,NSD2,,nucleus [GO:0005634]; DNA binding [GO:0003677],IPR009071;IPR036910;
H0Y6P0,H0Y6P0_HUMAN,unreviewed,Triadin (Fragment),Homo sapiens (Human),44,TRDN,,,
H7C5G9,H7C5G9_HUMAN,unreviewed,Sarcolemmal membrane-associated protein (Fragment),Homo sapiens (Human),170,SLMAP,,muscle contraction [GO:0006936],IPR030498;
A0A096WB29,A0A096WB29_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),Homo sapiens (Human),513,COX1,1.9.3.1,integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; respiratory chain complex IV [GO:0045277]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; aerobic respiration [GO:0009060]; oxidative phosphorylation [GO:0006119],IPR023616;IPR036927;IPR000883;IPR023615;IPR033944;
Q53FX5,Q53FX5_HUMAN,unreviewed,Lin-7 homolog C variant (Fragment),Homo sapiens (Human),197,,,,IPR014775;IPR004172;IPR036892;IPR017365;IPR001478;IPR036034;
H7C5H8,H7C5H8_HUMAN,unreviewed,CAP-Gly domain-containing linker protein 2 (Fragment),Homo sapiens (Human),28,CLIP2,,,
A0A024RDD4,A0A024RDD4_HUMAN,unreviewed,"ATP-binding cassette, sub-family G (WHITE), member 2, isoform CRA_a",Homo sapiens (Human),655,ABCG2 hCG_37696,,integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626],IPR003593;IPR013525;IPR003439;IPR030256;IPR027417;
C9JIV3,C9JIV3_HUMAN,unreviewed,E3 ubiquitin-protein ligase RNF216 (Fragment),Homo sapiens (Human),19,RNF216,,,
A0A286YF50,A0A286YF50_HUMAN,unreviewed,C2H2-type domain-containing protein,Homo sapiens (Human),94,,,nucleic acid binding [GO:0003676],IPR036236;IPR013087;
E5RH75,E5RH75_HUMAN,unreviewed,Protein FAM49B (Fragment),Homo sapiens (Human),47,FAM49B,,,IPR009828;IPR039789;
E9PC86,E9PC86_HUMAN,unreviewed,Glucagon-like peptide 2 receptor (Fragment),Homo sapiens (Human),118,GLP2R,,integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166],IPR039125;IPR017981;IPR000832;
F6IQS7,F6IQS7_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),337,HLA-A,,integral component of membrane [GO:0016021],IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;
Q9BQT0,Q9BQT0_HUMAN,unreviewed,Uncharacterized protein,Homo sapiens (Human),18,,,,
F8WA66,F8WA66_HUMAN,unreviewed,ATP-dependent DNA helicase Q1 (Fragment),Homo sapiens (Human),199,RECQL,,ATP binding [GO:0005524]; nucleic acid binding [GO:0003676],IPR011545;IPR014001;IPR027417;
H7C185,H7C185_HUMAN,unreviewed,Trafficking protein particle complex subunit 12 (Fragment),Homo sapiens (Human),63,TRAPPC12,,,
F8WBP2,F8WBP2_HUMAN,unreviewed,Transducin beta-like protein 2,Homo sapiens (Human),46,TBL2,,,
F8WF42,F8WF42_HUMAN,unreviewed,Serum paraoxonase/arylesterase 1,Homo sapiens (Human),77,PON1,,extracellular region [GO:0005576]; arylesterase activity [GO:0004064],IPR011042;IPR008363;
F8WF27,F8WF27_HUMAN,unreviewed,Transmembrane 4 L6 family member 1,Homo sapiens (Human),101,TM4SF1,,integral component of membrane [GO:0016021],IPR008661;
A0A068LKP9,A0A068LKP9_HUMAN,unreviewed,Ig heavy chain variable region (Fragment),Homo sapiens (Human),120,,,,IPR007110;IPR036179;IPR013783;IPR003599;IPR013106;
A0A4Y6GSF3,A0A4Y6GSF3_HUMAN,unreviewed,Truncated MHC class I protein,Homo sapiens (Human),107,HLA-B,,,IPR011161;IPR037055;IPR011162;
H0Y5D8,H0Y5D8_HUMAN,unreviewed,Rho GTPase-activating protein 12 (Fragment),Homo sapiens (Human),196,ARHGAP12,,,IPR011993;IPR001202;IPR036020;
S4R3Q1,S4R3Q1_HUMAN,unreviewed,EF-hand calcium-binding domain-containing protein 14 (Fragment),Homo sapiens (Human),66,EFCAB14,,,
E9PRG6,E9PRG6_HUMAN,unreviewed,Membrane-spanning 4-domains subfamily A member 14,Homo sapiens (Human),94,MS4A14,,integral component of membrane [GO:0016021],IPR030417;
F8R111,F8R111_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-A,,,IPR011161;IPR037055;IPR011162;IPR001039;
E3Q1I4,E3Q1I4_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),273,HLA-C,,,IPR007110;IPR036179;IPR013783;IPR003006;IPR003597;IPR011161;IPR037055;IPR011162;IPR001039;
A0A0A0MTJ5,A0A0A0MTJ5_HUMAN,unreviewed,Inactive tyrosine-protein kinase transmembrane receptor ROR1,Homo sapiens (Human),882,ROR1,,integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169],IPR020067;IPR036790;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR011009;IPR000001;IPR013806;IPR018056;IPR038178;IPR000719;IPR001245;IPR008266;IPR016247;
K7EJY7,K7EJY7_HUMAN,unreviewed,Activator of apoptosis harakiri (Fragment),Homo sapiens (Human),18,HRK,,,
A0A1J0Q3F3,A0A1J0Q3F3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2),Homo sapiens (Human),603,ND5,7.1.1.2,integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; respirasome [GO:0070469]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773],IPR010934;IPR003945;IPR018393;IPR001750;IPR001516;
Q16230,Q16230_HUMAN,unreviewed,NF2 protein (Fragment),Homo sapiens (Human),46,NF2,,,
E2ITE2,E2ITE2_HUMAN,unreviewed,CABYRc,Homo sapiens (Human),379,,,calcium ion binding [GO:0005509]; sperm capacitation [GO:0048240],IPR038848;IPR003117;
A0A494C061,A0A494C061_HUMAN,unreviewed,Mitochondrial Rho GTPase 1 (Fragment),Homo sapiens (Human),214,RHOT1,,integral component of membrane [GO:0016021],
A0A0E3DDE6,A0A0E3DDE6_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-C,,,IPR011161;IPR037055;IPR011162;IPR001039;
C9IZ04,C9IZ04_HUMAN,unreviewed,Serine/threonine-protein phosphatase 4 regulatory subunit 2 (Fragment),Homo sapiens (Human),226,PPP4R2,,protein phosphatase 4 complex [GO:0030289]; protein phosphatase regulator activity [GO:0019888],IPR015267;
E5RI29,E5RI29_HUMAN,unreviewed,Focal adhesion kinase 1,Homo sapiens (Human),124,PTK2,,ATP binding [GO:0005524]; protein kinase activity [GO:0004672],IPR011009;IPR017441;IPR001245;
E0YTH4,E0YTH4_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-A,,,IPR011161;IPR037055;IPR011162;IPR001039;
B0QYR1,B0QYR1_HUMAN,unreviewed,BTB/POZ domain-containing protein 3 (Fragment),Homo sapiens (Human),139,BTBD3,,,IPR000210;IPR011333;
I7FHP4,I7FHP4_HUMAN,unreviewed,RAET1E (Fragment),Homo sapiens (Human),178,RAET1E,,,IPR011161;IPR037055;IPR011162;
D3U466,D3U466_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-C,,,IPR011161;IPR037055;IPR011162;IPR001039;
Q5K630,Q5K630_HUMAN,unreviewed,Cathepsin L (Fragment),Homo sapiens (Human),51,,,,
E7BY98,E7BY98_HUMAN,unreviewed,MHC class I antigen (Fragment),Homo sapiens (Human),181,HLA-B,,,IPR011161;IPR037055;IPR011162;IPR001039;
A0A0S2Z535,A0A0S2Z535_HUMAN,unreviewed,Cyclin-dependent kinase 20 isoform 5 (Fragment),Homo sapiens (Human),229,CDK20,,ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674],IPR011009;IPR000719;IPR017441;IPR008271;
E9PSE2,E9PSE2_HUMAN,unreviewed,Myelin basic protein,Homo sapiens (Human),64,MBP,,structural constituent of myelin sheath [GO:0019911],IPR000548;
